"GeneName"	"FoldChange"	"Pvalue"	"Padj"
"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	-1.86975137703121	0.132684387743698	0.202818763547475
"mitogen-activated protein kinase kinase 7"	-0.33441771237777	0.132722351371875	0.202862531016306
"CASTOR family member 3"	0.325906590960873	0.132746469982653	0.202885132083856
"BEN domain containing 3 pseudogene 3"	0.641090978439065	0.132772024163549	0.202909923895665
"alkaline phosphatase, germ cell"	-2.95014761200193	0.13285412300237	0.203021120980848
"ADP ribosylation factor like GTPase 17B"	1.67642746163717	0.132923412560549	0.203112729299894
"chloride nucleotide-sensitive channel 1A"	0.364547966886832	0.133192250211201	0.20350922143803
"TAL bHLH transcription factor 1, erythroid differentiation factor"	-0.634430719281967	0.133217510491158	0.203533513393414
"protein interacting with PRKCA 1"	-0.360035057350103	0.133232759677202	0.203540416618335
"neuromedin B receptor"	1.08406538856641	0.133240752923607	0.203540416618335
"chromosome 1 open reading frame 198"	-0.632450617088345	0.133255372563134	0.203548447614354
"sodium channel epithelial 1 subunit alpha"	-2.40722916064195	0.133307802954038	0.203614229592788
"epidermal growth factor"	-0.645787494335958	0.133324477232647	0.203625392308744
"aminoacylase 3"	-1.0323384161266	0.133375389373143	0.203684050859513
"phospholipid phosphatase 6"	0.442796744594857	0.133381621456552	0.203684050859513
"tubulin tyrosine ligase like 3"	0.457984034998466	0.13349608952624	0.203844534512571
"chaperonin containing TCP1 subunit 6B"	-0.813895062370324	0.133566190055651	0.203937252475589
"napsin A aspartic peptidase"	-0.55678965372873	0.133627157873088	0.204004012728954
"chromosome 19 open reading frame 54"	0.596518000290216	0.133628680616027	0.204004012728954
"apolipoprotein B mRNA editing enzyme catalytic subunit 3D"	-0.781344115461236	0.133669531009999	0.204052048426372
"family with sequence similarity 151 member B"	0.566719329221054	0.133865933572305	0.204337517503018
"family with sequence similarity 160 member B1"	0.417219202017576	0.133876825388596	0.204339796459805
"endothelium and lymphocyte associated ASCH domain 2"	-0.305714964728571	0.133947194409009	0.204432850378819
"endosome-lysosome associated apoptosis and autophagy regulator 1"	0.507603287238958	0.13398793865432	0.204480680491616
"NmrA like redox sensor 1"	-0.291178533046121	0.134012763644419	0.204504211019395
"RAB27A, member RAS oncogene family"	0.527449330813843	0.134139802049042	0.204683705526966
"Snf2 related CREBBP activator protein"	0.421928902560881	0.134188660507089	0.204739888222475
"coiled-coil domain containing 30"	-0.434363385843495	0.134195455920623	0.204739888222475
"UDP-N-acetylglucosamine pyrophosphorylase 1"	-0.290550053718797	0.134224822705368	0.204770322815059
"ceramide synthase 4"	-0.307059610777865	0.134388481517718	0.205005611610771
"CUE domain containing 2"	-0.308540718031628	0.134419527658265	0.205038584916743
"chromatin assembly factor 1 subunit B"	0.518900205862717	0.134497017743661	0.205142392504906
"tubulin folding cofactor E like"	0.368636363470644	0.134788532413511	0.205572604924739
"membrane spanning 4-domains A7"	-0.738714526824313	0.134811565334455	0.205581873466353
"olfactory receptor family 3 subfamily A member 2"	-1.48319365130121	0.134813521457605	0.205581873466353
"uncharacterized LOC100507156"	-0.799766093833344	0.134823282916075	0.205582339309747
"olfactory receptor family 2 subfamily D member 2"	-2.43268777965063	0.134971423396049	0.205793794519497
NA	3.19919481243727	0.134994484387614	0.205812849301126
"integrin subunit beta 5"	-0.515082614985046	0.13500285377321	0.205812849301126
"solute carrier family 9 member A7"	-0.782014072408505	0.135070300761038	0.205901234668751
"ID2 antisense RNA 1"	0.701361333764555	0.135088281996211	0.205914207311198
"PPM1F antisense RNA 1"	0.579145173591812	0.135274364790403	0.206183396305956
"long intergenic non-protein coding RNA 239"	-1.71415981753627	0.13533699386069	0.206263924131886
"SIGLEC10 antisense RNA 1"	2.53607059651571	0.135346172745756	0.206263924131886
"fibroblast growth factor 3"	3.31097585869713	0.135372672762693	0.206289849199812
"unc-51 like autophagy activating kinase 2"	0.261697169670662	0.13544571470014	0.206386689325466
"myosin XVB"	-0.443033498593025	0.135528050462591	0.206484071464751
"keratin associated protein 5-2"	-1.89721319051009	0.135528618729681	0.206484071464751
"RNA component of 7SK nuclear ribonucleoprotein"	-0.723220226035542	0.135653299882077	0.206659546824766
"solute carrier family 9 member B2"	-0.3961344849308	0.135680487624617	0.206686482724692
"golgi associated PDZ and coiled-coil motif containing"	0.257503286526366	0.135717058172278	0.206727706979857
"CUB and Sushi multiple domains 1"	-0.804719036093708	0.135747335037155	0.206759339431328
"small Cajal body-specific RNA 8"	1.96485296051253	0.13579048484025	0.206810573093652
"small nucleolar RNA, C/D box 36C"	0.94816509532582	0.135806878277903	0.206821052160261
"kelch like family member 11"	0.538169447948538	0.135842850773122	0.206861344726375
"protein phosphatase, Mg2+/Mn2+ dependent 1L"	0.846519680153548	0.135907991174334	0.206934858416092
"podocan like 1"	0.507311633581	0.135910162518899	0.206934858416092
"immunoglobulin lambda variable 1-36"	3.06445261581797	0.136111601774764	0.207227054214645
"thioredoxin domain containing 12"	-0.294248074652754	0.136180312856332	0.207317147385303
"activating transcription factor 2"	0.435260129560086	0.136291307618171	0.207471594939551
NA	2.28384166224672	0.136370335283183	0.207577361856171
"intraflagellar transport 46"	-0.241766097696669	0.136386888723677	0.207582201834324
"nitric oxide synthase 1"	-1.78244388455585	0.136392610882816	0.207582201834324
"poly(A) binding protein cytoplasmic 5"	0.524604928240172	0.136544624918234	0.207796199418495
"microRNA 548d-1"	1.91512339404379	0.136560048603548	0.207796199418495
"aryl hydrocarbon receptor nuclear translocator"	0.295497961403712	0.136562105041411	0.207796199418495
NA	0.602383681503648	0.136571449955884	0.207796199418495
NA	2.13790710829002	0.136597335281058	0.207821040332084
"uridine-cytidine kinase 1"	-0.322243882795554	0.136620856214269	0.207823078061061
"COPI coat complex subunit gamma 2"	0.39026922022277	0.13662293292333	0.207823078061061
"formin binding protein 1"	-0.514611326345982	0.13663431288327	0.207823078061061
"methylphosphate capping enzyme"	-0.366557910288119	0.136636910804692	0.207823078061061
"coagulation factor VII"	-0.760976257967019	0.136878583271193	0.208176095061141
"small Cajal body-specific RNA 17"	0.420153164357348	0.136972587985684	0.208304493242638
"AT-hook transcription factor"	0.594628710608533	0.136996246251243	0.20832558269591
"long intergenic non-protein coding RNA 963"	-0.258151594242315	0.137005619860454	0.20832558269591
"WD repeat domain 49"	0.799287963332423	0.137028089143841	0.208345177010718
NA	-1.0890826982521	0.137069642682498	0.208393783325888
"long intergenic non-protein coding RNA 402"	-2.97267080535105	0.137259100278813	0.208667233002005
"heat shock protein family A (Hsp70) member 13"	0.351018566111026	0.137373407449844	0.208820166334254
"tight junction protein 3"	-0.60264774765157	0.137378908011537	0.208820166334254
"serine/threonine/tyrosine interacting like 1"	-0.421787656333794	0.137452792847982	0.208917866981822
"gamma-aminobutyric acid type A receptor subunit rho2"	0.980059899429164	0.137552132559097	0.209054240752697
"small integral membrane protein 1 (Vel blood group)"	-0.983506230166541	0.137600930034032	0.209113785815035
"protein phosphatase, Mg2+/Mn2+ dependent 1F"	-0.362479064709644	0.137613630643893	0.209118469548395
"SRA stem-loop interacting RNA binding protein"	-0.568926057169522	0.137729972250828	0.209280635078645
"TBC1 domain family member 12"	-0.646294009171939	0.137782358252479	0.209345604218824
"ataxin 3"	0.329622356913075	0.137817951767066	0.209371443563535
"nudix hydrolase 13"	0.487491884332857	0.137818625124776	0.209371443563535
"collagen type VI alpha 1 chain"	0.541955792744534	0.137965400020642	0.20957977654058
"RHOQ antisense RNA 1"	0.854650877962028	0.138117709773807	0.209796487681991
"DPPA2 upstream binding RNA"	0.405749742324683	0.138129132183742	0.209799180020031
"CYFIP related Rac1 interactor A"	0.453330642498149	0.138149578973444	0.209815577817789
"C-X-C motif chemokine receptor 3"	-2.12348258184371	0.138233498905781	0.209928366842036
"zinc finger protein 25"	-0.401584638771628	0.138259266271145	0.209952832856112
"ALG2 alpha-1,3/1,6-mannosyltransferase"	-0.237443484289959	0.138324069293469	0.210021973635042
NA	0.660505039727608	0.138331813932029	0.210021973635042
"Ral GTPase activating protein non-catalytic subunit beta"	0.321196743972396	0.138333777767987	0.210021973635042
"Sp9 transcription factor"	0.887448075625722	0.138682315763363	0.21053643090645
"olfactory receptor family 2 subfamily T member 33"	-2.96516817752713	0.138717590262629	0.210575277887154
"sterol-C5-desaturase"	-0.382875742509537	0.138740967966082	0.210596061198813
"small nucleolar RNA, C/D box 8"	2.14822585331579	0.138804925873647	0.210678434335309
"peroxiredoxin 4"	0.4448335034054	0.138869894559498	0.210762330025692
"protein tyrosine phosphatase non-receptor type 22"	-0.795198032940005	0.138894422716706	0.210784841845867
"uncharacterized LOC100507516"	-0.745965435574525	0.138923699307302	0.210814556197393
"FOXN3 antisense RNA 1"	-0.702219697561208	0.139012877033364	0.2109263976656
"coiled-coil domain containing 158"	-0.676217868373759	0.139016804753709	0.2109263976656
"FOXD2 adjacent opposite strand RNA 1"	1.12641039700095	0.139031582693601	0.210934099046865
"tubulin beta 7 pseudogene"	-2.2500441973631	0.139077498848837	0.210989037922864
"mitogen-activated protein kinase kinase kinase 8"	-0.572628416046446	0.139140350199648	0.211069659062974
"glycogenin 2"	0.579827859845028	0.139174501807194	0.211106735769915
"T cell receptor gamma locus antisense RNA 1"	-1.63847194065021	0.139289291507513	0.211266114599193
NA	-0.905443055343651	0.13956759642325	0.211673464516071
"small nucleolar RNA, H/ACA box 73A"	1.24439707719865	0.139646563346816	0.21177845519832
"high mobility group box 3 pseudogene 24"	0.671131617294812	0.139704318492561	0.211851265142412
"syntaxin binding protein 5"	-0.523987794074719	0.139770919201681	0.21193747763731
"trichohyalin"	-0.680221674067058	0.139813539614067	0.211987318833213
"ADAMTS like 4"	-0.424334010388217	0.139845595734363	0.212021136461701
"ankyrin repeat domain 6"	-0.448137180109186	0.139894423724863	0.21208037558066
"transcription factor AP-2 epsilon"	-0.55659211640109	0.139954190002062	0.212156187758668
"synaptonemal complex protein 2 like"	0.505678136111498	0.140028145265032	0.212253496911878
"long intergenic non-protein coding RNA 867"	-2.39659606473401	0.140075780357343	0.212310899382947
"sialic acid binding Ig like lectin 8"	-0.892675207769579	0.140232584761514	0.212533748713843
"family with sequence similarity 214 member B"	0.296221108870406	0.140368811205351	0.212721347728701
"N-acetyltransferase 10"	0.261132755529247	0.140375933759426	0.212721347728701
"G protein-coupled receptor 63"	0.729812056425135	0.140481599731536	0.21286030816187
"CSTF3 divergent transcript"	1.17318648602461	0.140487215942904	0.21286030816187
"gastrin releasing peptide receptor"	-1.01747582383372	0.140549984002905	0.212940571582381
"long intergenic non-protein coding RNA 886"	-1.17598046673212	0.140572288152505	0.212959523149859
"prolactin regulatory element binding"	-0.313971706901206	0.140663277589886	0.213082519375816
"cullin 5"	0.370585262447735	0.140719292689642	0.213152521588902
"BAF nuclear assembly factor 1"	0.311299581479808	0.140743511206939	0.213174353988439
"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"	-0.740190198594414	0.140791630150952	0.213232381129351
"short chain dehydrogenase/reductase family 39U member 1"	0.332485171588463	0.140802522122751	0.213234022950036
"t-complex 11 like 2"	-0.684040001730093	0.140834326026104	0.213252209999129
"Sp2 transcription factor"	-0.302944685268386	0.140843036599315	0.213252209999129
"cytochrome P450 family 2 subfamily E member 1"	-0.477618458588225	0.140843957655006	0.213252209999129
"coiled-coil domain containing 126"	-0.365236001570637	0.140903123497641	0.213326936487619
"F-box protein 24"	-0.734229808165052	0.140918026384856	0.213334643244422
"kynurenine aminotransferase 1"	-0.286399416805773	0.141085056840704	0.21357263756954
"POM121 transmembrane nucleoporin like 10, pseudogene"	-1.10813413368571	0.141114121414627	0.213601762422572
"anaphase promoting complex subunit 2"	-0.359598955964417	0.14112951291637	0.213610187991841
"C1q and TNF related 9"	2.24036740078618	0.141178208752508	0.213642996884224
"testis associated actin remodelling kinase 1"	-0.390879162967016	0.141189760443348	0.213642996884224
NA	1.93397211139174	0.141196904917342	0.213642996884224
"uncharacterized LOC100506731"	-0.944771558337438	0.141199810979079	0.213642996884224
"SPT4 homolog, DSIF elongation factor subunit"	-0.429374907039204	0.141200322994776	0.213642996884224
"long intergenic non-protein coding RNA 467"	-0.749845580835906	0.141317289045189	0.213805092632668
"galectin 4"	0.772326722286515	0.141609055565375	0.21423085132825
"adhesion G protein-coupled receptor E3"	-2.94059161960225	0.141618407400286	0.21423085132825
"long intergenic non-protein coding RNA 2709"	1.69904254684102	0.14174745695458	0.214411150187819
"translocase of inner mitochondrial membrane 50"	-0.29524214299239	0.141807154646135	0.214486527700126
"EF-hand domain family member B"	1.27281843550794	0.141825523630508	0.214488522343605
NA	1.50478255023565	0.141828204646137	0.214488522343605
"RNA, U7 small nuclear 1"	-0.907258530543872	0.141892899113456	0.214571434904754
"regulator of MON1-CCZ1"	0.244341251340676	0.141977670056672	0.214681509039561
"GRAM domain containing 4"	0.384617370104357	0.141985438502362	0.214681509039561
"glycophorin B (MNS blood group)"	2.14058653249311	0.14201527685974	0.214704733419984
"heat shock protein 90 alpha family class B member 4, pseudogene"	-1.36586951303571	0.142020549713113	0.214704733419984
"microRNA 128-1"	-2.20079733979066	0.14205077967786	0.214735502779611
"cellular communication network factor 3"	-0.661274572879889	0.142120337911749	0.21482571553496
"GPN-loop GTPase 1"	0.270843044084149	0.142167458108091	0.214882001302002
"tectorin alpha"	0.358270025247407	0.142256789379899	0.214991584165159
"unc-51 like kinase 4"	0.534111569675444	0.142259736433466	0.214991584165159
NA	3.18768851094945	0.142352069635815	0.215116170567336
"complement C8 gamma chain"	-0.890164177307671	0.142427882669333	0.215209933933374
"microRNA 3159"	0.951813951262265	0.142433914694233	0.215209933933374
"taste 2 receptor member 50"	1.48209432672129	0.142474336717595	0.215256049657904
"ribonuclease A family member k6"	-0.99987381994424	0.142487711479585	0.215261297705347
"family with sequence similarity 124 member B"	0.718983170626024	0.142669751266543	0.215521335622979
"radial spoke head 10 homolog B"	0.86072973293103	0.142770277292507	0.215658208755395
"arrestin 3"	1.1401643537934	0.142825692531232	0.215726926588962
"major facilitator superfamily domain containing 11"	0.252655172111152	0.142857741059478	0.215760343756451
"chromosome 10 open reading frame 88"	0.289420626849981	0.142889593689885	0.215793460434273
"egl-9 family hypoxia inducible factor 2"	-0.390323431591339	0.142983249674186	0.215919902143952
"cornichon family AMPA receptor auxiliary protein 1"	-0.404922849899076	0.143034223879128	0.215981876743723
"ADP ribosylation factor like GTPase 2 binding protein"	-0.264106401624386	0.143120005100581	0.216096397728435
"WASH complex subunit 1"	0.673439989273003	0.143266535131807	0.21630262085421
"long intergenic non-protein coding RNA 635"	-3.49084495230071	0.1432889530141	0.216306424627104
"membrane spanning 4-domains A4E"	-3.49084495230071	0.1432889530141	0.216306424627104
"small cell adhesion glycoprotein"	0.572940026970333	0.143333252049342	0.216356032197928
"semaphorin 6A"	0.515841721785762	0.143341717850097	0.216356032197928
"zinc finger protein 487"	0.53515321350927	0.143374220404621	0.216378152746439
"zinc finger protein 408"	0.3242482049353	0.143376278389458	0.216378152746439
"zinc finger and BTB domain containing 44"	0.38326691761669	0.14347421148075	0.21651092051107
"FSHD region gene 1 family member B, pseudogene"	-0.415611881523705	0.143506792360741	0.216545056407195
"cleavage stimulation factor subunit 1"	0.218542220068771	0.143541415737357	0.216582269383433
"cysteine rich protein 2"	-0.405821686905844	0.14374543696392	0.216875055172283
"GRB2 related adaptor protein 2"	1.31258231864912	0.143813482332123	0.216962661812691
"BCDIN3D antisense RNA 1"	-0.388593007508422	0.14385594376806	0.217011662049778
"triple QxxK/R motif containing"	0.648353823635281	0.143915044849785	0.217085755226475
"transmembrane protein 68"	0.4488825250819	0.144022668977623	0.217233026657589
"NAD(P)HX dehydratase"	-0.310493992188738	0.144083729693843	0.217310049758851
"latent transforming growth factor beta binding protein 2"	-0.426545803955135	0.144102120992509	0.217322711743767
NA	-0.935400248025713	0.144117817710411	0.217331308513703
"neutrophil cytosolic factor 4"	-0.952011816532643	0.144139852523953	0.217349461348541
NA	-0.97831647962349	0.14415193401683	0.217352604026624
"vacuolar protein sorting 25 homolog"	-0.251001842787748	0.144177456290576	0.217371205520864
"microRNA 1208"	-3.48558488758804	0.144194265490175	0.217371205520864
"matrix metallopeptidase 3"	-3.48558488758804	0.144194265490175	0.217371205520864
"kallikrein B1"	-1.80453095757781	0.144293935546377	0.217506375422157
"chromosome 15 putative open reading frame 56"	-1.27792909227759	0.144439421589451	0.21771058408044
"mitogen-activated protein kinase kinase kinase 12"	-0.340979411731555	0.144546089936121	0.217850676434691
"WD repeat domain 87"	1.17448851382762	0.144552405972441	0.217850676434691
"small nucleolar RNA, H/ACA box 60"	0.695972122838739	0.144638694696302	0.217965610410502
"solute carrier family 25 member 52"	2.19508631570509	0.144665955657347	0.217991581781702
"carbohydrate sulfotransferase 4"	-2.7333503592887	0.144691251882964	0.218014589173714
"olfactory receptor family 10 subfamily AD member 1"	-1.36277512159922	0.144725293863704	0.218050770193402
"outer dense fiber of sperm tails 3B"	-0.560158184341212	0.144857118704063	0.218234260809718
"RALBP1 associated Eps domain containing 1"	0.274963796786334	0.144926327674545	0.218323398695419
"long intergenic non-protein coding RNA 2275"	-2.57030935170557	0.14501139578037	0.218436413473361
"nucleolar protein 12"	0.277557774816197	0.145107623974528	0.218566222310531
NA	-2.42673010744757	0.145120018607546	0.218569748842858
"HEAT repeat containing 5A"	0.617496295073176	0.145214469886794	0.218694587242554
"ATP/GTP binding protein like 3"	0.437028633930966	0.145223023596925	0.218694587242554
"ectonucleoside triphosphate diphosphohydrolase 8"	1.0631853222294	0.145240371243407	0.218705562488081
"PCOLCE antisense RNA 1"	1.19714432116985	0.145302679942831	0.21878423468641
"cytohesin 4"	-0.530234708988462	0.145361292308861	0.218857330753943
"cytochrome c oxidase assembly factor 5"	-0.266349179667908	0.145459093975579	0.218989416392428
"metabolism of cobalamin associated D"	0.315715344062052	0.145501455985533	0.219038024829072
"talin 1"	-0.430788975532519	0.145545589402082	0.219089293027118
"cleavage stimulation factor subunit 2 tau variant"	0.292273307651504	0.14562002153368	0.219186159523936
"golgin A1"	0.254178312367086	0.145687100822055	0.21927194593093
"ring finger protein 32"	-0.403173569266956	0.145725445906317	0.219314475941384
"phosphorylated adaptor for RNA export"	0.232689914953002	0.145787485782413	0.219392005048741
"family with sequence similarity 204 member A"	-0.349385642854263	0.145797143137124	0.219392005048741
"methyltransferase like 4"	0.361807520294618	0.145827265663573	0.219411233469474
"purine rich element binding protein B"	-0.363033006594607	0.145830105498087	0.219411233469474
"acetylserotonin O-methyltransferase like"	-0.508632813980996	0.145917817661267	0.21952801008744
"zinc finger matrin-type 2"	-0.221133091809299	0.14596653508149	0.2195861084422
"aminoacyl tRNA synthetase complex interacting multifunctional protein 2"	0.29420971733539	0.146023834468435	0.219657108225161
NA	1.67621781758369	0.146143942459653	0.21982257181509
"microRNA 215"	3.16373707373267	0.14617403175216	0.219852620153836
"astrotactin 2"	0.759106538662009	0.146288599040751	0.220009714426187
"EF-hand calcium binding domain 5"	0.473814779092925	0.146307244831608	0.220022536479491
"isoleucyl-tRNA synthetase 2, mitochondrial"	-0.256972298690655	0.146426729723682	0.220186065033446
NA	-2.70945805643909	0.146446368629945	0.220186065033446
"NCOR1 pseudogene 1"	-2.70945805643909	0.146446368629945	0.220186065033446
"microRNA 223"	-2.05739094053559	0.146520515033586	0.220282312242943
"apoptosis resistant E3 ubiquitin protein ligase 1"	0.277731759658113	0.146597223623202	0.220382397925047
"H4 clustered histone 3"	1.47651630495069	0.146641284576861	0.220433393347544
"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"	-0.2784031254416	0.146671157507258	0.220463055542402
"flap structure-specific endonuclease 1"	0.421942490295062	0.146709984671112	0.220506171913906
"LSP1 pseudogene 5"	-0.362636548714308	0.146826363005924	0.220665834239721
"RAB34, member RAS oncogene family"	0.433939971682745	0.146854315212475	0.220686568025881
"long intergenic non-protein coding RNA 2478"	-3.81034064145274	0.146860460245547	0.220686568025881
"advanced glycosylation end-product specific receptor"	1.63210943554942	0.14699148457948	0.220868191736988
"testis associated oncogenic lncRNA"	2.12054042041174	0.147018626899522	0.220893708875087
"cyclase associated actin cytoskeleton regulatory protein 1"	-0.227743082769738	0.147282639264486	0.221275092270692
"uncharacterized LOC646762"	0.376369445445234	0.147339153196461	0.221344702158945
NA	1.05537927893789	0.147395374143838	0.221413862313354
"nuclear factor of activated T cells 2"	-0.68521131917339	0.147424960389995	0.221443005654199
"chromosome 2 putative open reading frame 91"	-2.53132003634966	0.147444989528308	0.221457790489461
"RPL37A divergent transcript"	-0.766557302536683	0.147564930561617	0.221621381935613
"acetoacetyl-CoA synthetase pseudogene 1"	-1.00589776651212	0.147574294939601	0.221621381935613
"protocadherin 19"	0.658535661534049	0.147646022207769	0.221713784280917
"long intergenic non-protein coding RNA 663"	-0.334366682480915	0.147745026152754	0.221846004061763
"putative protein FAM90A20"	1.94364844343022	0.147754479500222	0.221846004061763
"amine oxidase copper containing 2"	-0.519822345915951	0.147807194028307	0.22190982704022
"BRD4 interacting chromatin remodeling complex associated protein"	0.4914983645983	0.147928356848491	0.222076398718619
"uncharacterized LOC400710"	0.904039741320203	0.147938785198213	0.222076719532856
"glycine receptor alpha 4 (pseudogene)"	-0.624053662925868	0.147989206545082	0.222137071216282
"microRNA 3174"	2.22329915947562	0.148019036067258	0.222166507638126
"tyrosine kinase 2"	0.350796123195349	0.148160041973465	0.22236279666886
"zinc finger AN1-type containing 5"	-0.334909103593368	0.148214291877576	0.222428861718118
"uncharacterized LOC100289333"	0.523750148670859	0.14825536819122	0.222475149078225
"solute carrier family 50 member 1"	0.348231081243549	0.148304235567951	0.222533120676571
"signal peptidase complex subunit 2 pseudogene 4"	-0.323455143858397	0.148328658188701	0.222554407017291
"sodium channel epithelial 1 subunit delta"	-0.448443159013754	0.148439396923992	0.222705191396351
"SEC11 homolog A, signal peptidase complex subunit"	0.392578700639971	0.148462732135277	0.222724831586604
"microRNA 21"	-0.723532830367991	0.148483810050148	0.222741082888309
"small nucleolar RNA, C/D box 115-21"	-1.45651613584362	0.148508577327778	0.222762865991668
"aspartyl aminopeptidase"	-0.314173912778877	0.148606589497019	0.222894505847167
"GUSB pseudogene 4"	0.504336140333064	0.148672720022721	0.22297831167315
NA	0.65782119235503	0.148813058589996	0.22316603151351
"transcription elongation regulator 1 like"	-0.931240639346386	0.148818413361063	0.22316603151351
"mitogen-activated protein kinase kinase kinase kinase 5"	0.547295510551407	0.148840455640227	0.223183691707993
"dopamine receptor D3"	2.90443067878017	0.148886652940729	0.223237567005819
NA	1.1288303352669	0.148903398440091	0.223247278497071
NA	1.64208504853324	0.148924322492299	0.223263253020623
"TBC1 domain family member 10B"	-0.322936866143847	0.149043886282741	0.223427093130599
"phospholipase C beta 3"	0.535559182621825	0.149059525854564	0.223435131798406
"serpin family I member 2"	-0.695539937994696	0.14933416199699	0.223828477556365
"fibroblast growth factor 19"	4.89128046141638	0.149343495796507	0.223828477556365
"frizzled class receptor 6"	-0.590465702243866	0.149352822957095	0.223828477556365
"gamma-glutamyltransferase 1"	-0.329159156372408	0.14937190677253	0.223840121749651
"fat storage inducing transmembrane protein 1"	0.761267274719217	0.149381184235577	0.223840121749651
"outer dense fiber of sperm tails 3 like 2"	-0.745075544550326	0.149471715609842	0.223960342458551
"karyopherin subunit alpha 4"	0.284524322333716	0.149657863705277	0.224223803653533
"centrosomal AT-AC splicing factor"	0.380178338883443	0.149707127615482	0.224282156938272
NA	-1.92479966061184	0.149782829304054	0.224380106931677
"transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1"	0.504916229746949	0.149849913158938	0.224465134490043
"protein inhibitor of activated STAT 4"	0.381887802114655	0.149892028183169	0.224512751273185
"long intergenic non-protein coding RNA 551"	-2.79542472893734	0.149975532115627	0.224622350766454
"ELMO domain containing 3"	0.336174529264738	0.150346428978888	0.225159589935896
"mitogen-activated protein kinase kinase 2 pseudogene"	-0.736475731983451	0.150354948102173	0.225159589935896
"long intergenic non-protein coding RNA 2870"	-3.23206334294776	0.15041068552279	0.225227544180108
"chromosome 5 open reading frame 49"	-0.447243289587586	0.15046969307272	0.225300385474794
NA	0.73427817785208	0.150498896402407	0.225328593532452
"cation channel sperm associated 3"	0.661537400063504	0.150622163475909	0.225497621273222
"DEP domain containing 4"	0.693625631617927	0.150638108814131	0.225505964589137
"BBX high mobility group box domain containing"	-0.503492083687342	0.150673920530517	0.225544044770998
"family with sequence similarity 114 member A1"	0.640731840456835	0.150692036957845	0.225555633425164
"protocadherin alpha 1"	0.641570284976007	0.150733838650587	0.225602670115821
"zinc finger SWIM-type containing 8"	0.344896281679414	0.150836406617036	0.225740642683346
"B3GALT5 antisense RNA 1"	-0.80793515475519	0.150859197973383	0.225759211394502
NA	-1.0174832306028	0.151044788587618	0.22599287255916
NA	0.735023864355303	0.151045719520161	0.22599287255916
"FERM and PDZ domain containing 3"	0.444764291634616	0.151046521832351	0.22599287255916
"ectonucleoside triphosphate diphosphohydrolase 4"	-0.510825868330008	0.151057237365852	0.225993352434007
"autophagy related 5"	-0.37858012094207	0.151081648508113	0.226014320526724
"ubiquitin specific peptidase 20"	-0.371438193965996	0.151150119306993	0.226071486970491
"long intergenic non-protein coding RNA 638"	0.817962767766612	0.151150998821133	0.226071486970491
"potassium voltage-gated channel subfamily E regulatory subunit 2"	-0.599703236751947	0.151151057200821	0.226071486970491
"E74 like ETS transcription factor 5"	-3.44546234742111	0.151183933144962	0.226105103563639
"NUMB like endocytic adaptor protein"	-0.443279217441415	0.151232487145772	0.226162161441479
NA	-0.875365361270226	0.151247535575526	0.226169108669613
"ZSWIM8 antisense RNA 1"	0.585981431461443	0.151319210127222	0.226260725404122
"ETS repressor factor like"	-0.621336905005945	0.15142062534341	0.22638766959564
"polycystin 1, transient receptor potential channel interacting"	-0.513977725811051	0.151424934053622	0.22638766959564
"doublecortin domain containing 2B"	0.360765352220079	0.151448280739572	0.226407004851753
"myelodysplastic syndrome 2 translocation associated"	-3.40420470986887	0.15148028998485	0.226439286617204
"DnaJ heat shock protein family (Hsp40) member C24"	-0.364808411919125	0.151523237027377	0.226487913111873
"synaptotagmin 14 pseudogene 1"	0.834319505220983	0.151615091759207	0.226609632196956
"ATPase phospholipid transporting 10D (putative)"	0.344400653117946	0.151642792378514	0.226635453983727
"dual specificity phosphatase 9"	0.616712666280746	0.151680144088981	0.226660836872119
"SET and MYND domain containing 3"	-0.308331360508713	0.151680627186075	0.226660836872119
"mucin 15, cell surface associated"	-3.79808847897192	0.151697797423916	0.226663057895351
"peroxisomal biogenesis factor 5"	-0.247020654600269	0.151702964695058	0.226663057895351
"B and T lymphocyte associated"	-1.08968086586652	0.151729622835826	0.226687309653223
NA	0.557412689081961	0.151874128736968	0.226887613060566
"Morf4 family associated protein 1 like 1"	0.29107268189838	0.151981130370685	0.227031864462627
"GLIPR1 like 2"	-0.600400800648761	0.152012609872227	0.227063287614709
"actin gamma 1 pseudogene 25"	-0.532706809141757	0.152167926029121	0.227279670225277
NA	0.805357822974288	0.152191291477554	0.227298953631483
"tumor protein p53 binding protein 2"	0.487864324274347	0.152380280245754	0.227565577196246
"THO complex 7"	-0.540210276799526	0.152496224474269	0.227723086495987
NA	1.85916808816899	0.152521498540003	0.227745185422953
"eukaryotic translation initiation factor 5B"	0.410222212718146	0.152541470131271	0.227759364200532
"proline rich acidic protein 1"	-0.783426632056372	0.152575950516517	0.227795202594396
"nexilin F-actin binding protein"	-0.455067172944677	0.15267360087117	0.227925342068262
"nyctalopin"	-2.87938106952641	0.152692775516157	0.227938315881403
"solute carrier family 8 member A1"	0.670215975652706	0.152796471323528	0.228077451633698
"prothymosin alpha pseudogene 12"	1.08623562075723	0.152842872480773	0.228131051119352
