	SRR1554535	SRR1554537	SRR1554539	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
29887	5720	726	5261	4128	3125	444	721	545
29888	2773	7472	2765	3658	5355	8344	7671	6814
29889	808	1529	595	1039	583	2779	2031	1856
29890	1078	5373	950	1427	1801	6336	6349	5465
29893	63	488	42	105	53	782	497	560
29894	2049	6802	1654	2004	2867	8892	4116	6778
29895	1	0	3	4	2	2	2	1
29896	1460	5841	982	2645	978	4712	6918	5552
29899	758	1072	431	1706	378	1639	1211	1159
2990	599	1617	333	896	497	2214	1621	1565
29901	193	465	131	215	306	721	392	396
29902	1003	784	949	822	749	630	1312	810
29903	1421	811	1062	1377	2192	950	1146	710
29904	818	1576	654	694	951	1544	1570	990
29906	533	237	1082	717	1303	212	734	154
29907	831	1235	684	1111	1021	1235	1340	899
29909	0	2	2	2	3	1	2	1
29911	755	1488	645	745	1097	1159	1224	1052
29914	299	1114	280	654	302	898	1167	756
29915	682	3026	804	1498	574	1824	3140	2264
29916	644	638	495	970	660	637	626	401
29919	732	1325	556	1012	687	1361	1460	1310
2992	992	171	782	1080	496	201	242	121
29920	1704	1028	1113	2618	1524	1780	1371	1025
29922	364	650	377	389	391	971	958	702
29923	140	962	109	173	175	1048	943	957
29924	7086	5366	5365	5511	11577	6401	6069	4469
29925	235	574	207	368	349	739	454	462
29926	544	488	381	660	524	526	538	444
29927	2516	7134	1633	3471	2150	7846	8679	6130
29928	622	758	524	644	675	721	897	523
29929	227	554	176	311	80	640	746	620
2993	4	8	8	4	8	34	7	27
29930	2	1	2	4	3	5	6	4
29931	10	3	14	18	2	3	9	6
29933	28	86	20	58	34	43	74	23
29934	514	1399	525	694	648	799	1324	943
29935	0	0	3	0	3	4	2	0
29937	793	223	497	1525	488	390	321	253
2994	2	2	0	1	0	4	1	12
29940	197	405	180	256	189	588	635	428
29941	86	275	59	89	121	742	194	385
29942	335	1246	351	391	267	1050	2146	1175
29943	1	0	0	1	0	0	0	0
29944	3316	1129	2996	2823	5236	1067	1752	828
29945	959	1712	926	1257	463	2201	2301	1775
29946	139	157	55	216	103	277	143	172
29947	11	0	4	12	6	2	0	1
29948	100	38	48	113	92	22	29	27
29949	0	0	0	0	0	0	0	0
2995	67	154	48	71	87	291	148	241
29950	107	56	88	196	157	47	32	39
29951	411	3107	304	411	220	461	1487	247
29952	2206	495	1595	2391	3002	1725	1251	1152
29953	777	62	1762	989	1029	18	209	16
29954	880	1595	664	1535	975	1722	1733	1282
29956	2664	1862	1250	7275	1032	2011	2427	1974
29957	194	827	186	225	109	1025	985	818
29958	106	35	80	108	77	31	67	19
29959	2453	3941	2063	2542	2573	4542	4794	3285
2996	22	5	36	12	13	6	8	6
29960	537	844	484	760	584	986	1042	601
29964	295	579	224	349	472	589	473	462
29965	6391	2287	5410	6612	9520	2563	2574	1634
29966	1100	2406	927	1424	704	2295	3035	2341
29967	942	3427	1079	1106	820	3088	4260	2888
29968	3967	2152	1328	6066	1160	3840	3071	2448
29969	276	428	180	379	135	1013	693	722
2997	1103	1227	658	1044	1310	1712	1509	1475
29970	5616	2613	3965	8135	3567	3091	4485	2705
29974	0	6	3	1	3	3	0	2
29978	3925	4971	3538	4584	3565	4342	6236	4786
29979	7463	10284	7684	8557	5667	10168	13409	9578
2998	9	25	12	18	8	29	9	17
29980	436	1282	271	488	176	1599	1412	1334
29982	724	566	660	767	502	598	824	552
29984	8	1	1	10	14	15	4	2
29985	1010	909	978	1132	1432	855	838	684
29986	4	5	10	11	6	2	11	3
29988	591	489	549	859	904	602	573	373
29989	1	0	1	0	0	1	0	0
2999	2	0	10	11	7	0	0	0
29990	1198	2371	706	840	787	1923	1375	1197
29991	7	0	0	2	0	2	0	0
29992	107	221	57	87	67	95	109	86
29993	19952	1045	20475	18782	37109	586	1069	677
29994	1005	4137	794	2665	585	5017	5369	4843
29995	146	67	85	199	88	133	103	41
29997	2320	8465	1600	2652	2603	12410	9767	7816
29998	661	1997	614	745	1462	1807	1712	2136
29999	1	25	2	6	5	17	18	28
30	1879	1387	1174	2133	1620	2105	1798	1300
3000	9	2	9	13	28	1	7	2
30000	6178	13884	6596	8180	10062	10941	13503	11932
30001	821	1185	1236	810	704	1145	1375	1147
30008	628	634	263	599	586	1037	1148	780
30009	2	1	6	5	2	40	162	32
3001	5	0	4	9	2	1	1	0
30010	751	525	815	766	638	525	1971	517
30011	1527	2377	1936	2649	2614	1729	2486	1626
30012	0	1	0	0	0	1	1	0
30014	0	0	0	0	0	0	0	0
3002	2	0	5	9	4	0	3	0
3003	1	1	1	10	0	0	0	0
3004	6	21	8	11	11	24	22	10
3005	3243	19446	2550	3536	3741	24534	19266	18094
3006	102	42	45	116	36	158	79	64
30061	260	384	228	426	187	720	858	589
30062	0	0	0	0	0	6	0	0
3007	1	8	0	4	1	17	9	5
3008	0	24	1	4	1	22	16	18
3009	0	7	0	0	0	16	6	9
301	296	153	241	383	147	318	249	168
3010	0	0	0	0	0	0	0	0
3012	9	29	1	19	7	66	22	21
3013	0	0	0	1	2	0	2	2
3014	809	1872	505	1011	1052	3895	1483	1988
3015	2937	5968	2263	3186	2311	8709	6025	5276
3017	65	506	82	110	75	444	466	797
3018	0	1	0	0	0	0	1	2
302	149	285	247	261	137	1283	989	553
3020	1092	12241	790	2560	956	12606	11274	11046
3021	7493	16646	4026	10484	4929	22482	23664	14471
3024	0	1	0	0	0	1	0	0
3026	11	2	44	28	56	0	0	1
3028	526	1097	362	703	454	1549	1174	896
3029	2590	1156	2032	2666	3230	1198	1070	811
303	5	24	5	20	3	30	27	24
3030	3036	5081	1915	4589	2272	6783	5860	4090
3032	2762	1092	1312	4066	1084	1787	1538	1162
3033	789	1375	536	980	618	1950	1476	1213
3034	3	0	2	4	2	1	3	1
3035	3755	3551	3098	3909	4289	4677	3900	2974
3036	96	7	135	132	293	9	37	11
3037	10	149	11	13	8	28	38	28
3038	54	1544	49	89	70	1809	1667	2663
3039	114	600	121	69	64	3030	228	2598
304	18	48	23	37	28	132	131	79
3040	130	1602	412	87	122	2849	786	3915
3042	7	24	7	3	8	13	1	17
3043	1230	1010	4533	485	855	1144	117	1008
3044	1	2	0	0	0	4	1	3
3045	0	0	12	0	4	0	1	1
3046	4	8	0	2	2	152	18	87
3047	1	630	1	0	0	1215	153	1069
3048	0	5861	12	6	0	15434	2470	10895
3049	58	49	52	35	52	20	30	22
305	10	0	5	11	8	0	1	0
3050	4	12	5	5	1	40	3	35
3052	732	503	697	710	778	443	495	350
3053	14	18	10	7	6	93	284	58
3054	2117	8104	2451	2841	5150	7477	6098	6888
3055	54	40	19	78	21	59	37	40
3059	117	40	68	219	96	60	52	24
306	222	30	200	155	100	66	78	56
3060	1	5	0	0	0	3	12	2
3061	11	107	64	18	47	43	143	53
3062	26	201	29	24	12	477	386	731
3064	4579	7638	6804	6059	10284	5893	6714	4799
3065	690	1384	331	1124	489	2706	2162	2038
3066	2030	13677	1665	2551	1138	19858	19106	16105
3067	8	3	15	8	15	37	24	4
3068	3098	6979	2051	4281	3361	12454	9183	7787
3069	7490	11575	7948	10131	11221	16667	11868	12090
307	628	93	282	690	278	201	157	89
3070	11	445	11	16	5	1116	386	588
3071	68	88	37	144	37	125	103	85
3073	812	1308	960	1356	811	1706	1599	1412
3074	856	274	865	895	805	546	602	402
3075	217	190	274	391	146	1116	595	590
3077	51	19	21	70	30	57	35	31
3078	1	2	0	2	0	2	7	0
308	1985	1366	1138	3028	1006	2242	1498	1475
3080	0	0	0	0	0	0	0	0
3081	9	3	4	11	4	10	18	6
30811	424	2428	666	474	905	4064	4445	3572
30812	2647	1132	1313	5288	2153	1776	1078	1032
30813	10	3	10	35	24	10	5	4
30814	0	0	0	0	0	0	0	0
30815	5773	1962	4840	5528	8603	1563	2317	1344
30816	10	33	5	27	11	9	15	9
30817	53	20	42	119	45	5	13	10
30818	2348	342	2436	2684	3818	551	363	337
30819	2515	1136	2501	1851	3051	899	1654	683
3082	96	92	71	163	66	166	246	293
30820	830	602	633	838	658	934	880	548
30827	1114	3099	814	1561	1597	3996	2931	2635
3083	26	1018	34	44	171	600	556	506
30832	57	1543	129	225	90	1392	1497	1404
30833	278	361	177	349	213	985	586	508
30834	1	4	2	4	1	6	6	10
30835	8	9	17	3	12	19	18	8
30836	1192	1875	1072	1287	818	3358	2838	2161
30837	179	2411	633	465	1034	1295	1867	1454
3084	246	2352	317	306	316	3217	1620	2291
30844	156	136	157	295	195	245	170	115
30845	5454	659	6764	5557	10484	929	872	649
30846	973	135	632	985	1310	188	167	140
30848	0	0	0	0	0	37	3	0
30849	954	1265	1135	1223	855	1605	1258	1066
30850	1024	1144	655	2159	897	1335	1104	1000
30851	545	1302	277	973	383	1583	1091	1052
3087	66	39	43	108	26	69	88	74
309	11160	3166	10923	11078	12801	4984	3580	2882
3090	67	139	54	57	129	182	137	234
3091	2487	6786	1891	2943	1582	7889	7003	7300
3092	1313	4720	1152	5432	1310	4942	4246	3891
3093	4691	7259	5619	4967	3772	6148	10378	6484
3094	4547	4286	3832	5719	2675	3224	3395	2603
3096	837	2991	1348	1125	1360	1536	2201	1880
30968	1139	1089	943	1306	1087	1244	1089	753
3097	3927	22366	9003	6939	8033	5670	15663	11171
3098	9349	8732	8970	9280	14841	8857	10823	6931
3099	74	530	43	199	49	1418	551	750
31	3828	9232	5075	5080	6034	9964	12206	9087
310	3305	1212	2540	3804	2014	1206	1225	845
3101	20	54	25	36	131	28	12	13
3104	401	879	319	531	487	1472	1030	831
3105	75	13	944	50	78	33	3	26
3106	31	3	12	48	39	10	3	70
3107	35	59	353	52	2	3	1	0
3108	2	0	0	4	0	2	0	0
3109	2	0	0	1	0	0	0	0
311	2594	200	2475	2674	4339	409	259	208
3110	0	7	1	0	1	13	2	4
3111	0	0	0	0	0	0	0	0
3112	0	0	0	0	0	0	0	0
3113	0	0	0	0	0	0	0	0
3115	0	0	0	0	0	0	0	0
3116	0	0	0	0	1	0	0	0
3117	0	0	6	43	0	0	1	0
3118	0	0	0	0	0	0	0	0
3119	0	0	1	154	0	0	6	0
312	4	0	3	17	1	1	2	0
3120	0	0	0	0	0	0	0	0
3122	42	3	10	110	0	0	4	0
3123	0	0	3	422	3	0	73	23
3127	0	0	0	229	0	0	13	6
3128	0	0	0	0	0	0	0	0
313	41	43	65	74	42	37	103	46
3131	6546	469	8640	6064	7954	203	543	221
3133	11	1	7	16	2	4	6	1
3134	4	0	28	28	2	0	0	1
3135	0	0	0	0	0	0	0	0
3136	17	1	15	0	17	0	2	0
3137	1	0	0	1	0	0	0	1
3139	0	0	0	0	0	0	0	0
314	71	113	58	73	141	82	90	91
3140	212	13	158	208	187	13	22	9
3141	464	1093	679	975	678	1018	1168	1104
3142	30	24	22	20	15	92	30	15
3145	299	412	200	468	269	930	400	527
3146	8136	18889	4863	9389	3512	30128	23322	22884
3148	556	3847	424	681	435	13980	4417	6962
3149	608	4293	608	727	601	7967	7603	5388
3150	1178	8420	942	1584	729	13400	13190	9152
3151	1593	10085	1115	2896	1122	13456	9338	7900
3155	503	209	259	597	340	391	339	206
3156	3805	11043	4392	4339	3215	11499	18678	9674
3157	6883	15640	7045	8513	4573	18075	25560	17002
3158	0	0	0	0	0	59	1	0
3159	1555	3337	1331	1349	2153	7397	4686	5406
316	22	28	22	84	28	85	149	67
3161	24	189	14	24	8	601	210	301
3162	93	54	40	177	57	101	56	61
3163	2887	1119	2447	3511	3561	1148	1577	784
3164	748	535	1467	2586	3455	1069	394	527
3166	26	9	8	20	26	18	12	6
3167	0	0	0	0	0	1	0	0
3169	0	3	1	1	0	1	1	0
317	1060	4209	1072	1424	918	3269	4345	3003
3170	0	0	0	0	0	0	0	0
3171	0	1	0	1	0	0	0	0
3172	12	0	19	19	29	4	1	1
3174	24	9	3	19	5	15	9	9
3175	3	1	4	2	5	1	2	3
3176	411	528	487	657	324	158	656	255
317648	338	1029	413	660	402	775	963	612
317649	2188	2181	2669	2394	1923	2541	2420	1943
317662	783	1168	647	1293	547	1346	1580	1196
317671	31	32	26	52	12	46	35	29
3177	468	721	372	448	626	1168	868	907
317701	1	5	0	2	1	0	2	0
317703	0	0	0	0	0	0	0	0
317705	0	1	1	0	0	1	3	4
317716	0	0	0	0	1	0	3	0
317719	9	2	17	9	15	3	6	4
317749	104	143	116	172	171	290	174	144
317751	31	22	26	25	45	36	25	32
317754	0	0	0	0	0	0	0	0
317761	2	2	5	3	0	14	3	6
317762	1047	1485	884	1415	1821	2390	1845	1505
317772	0	2	0	1	0	1	1	1
317781	1417	2276	1405	1738	2661	2546	2468	1860
3178	7154	55913	5322	11341	5861	82305	61954	56940
318	422	303	314	544	260	276	347	155
3181	16508	47341	10962	24779	10580	78660	62082	57488
3182	1284	6610	950	1677	1085	8928	8145	6646
3183	8129	20004	6502	9646	7146	18666	19419	14147
3184	4141	13050	2780	4473	2991	19845	16801	15413
3185	1343	5940	792	2396	984	6377	5625	5463
3187	4567	28399	3724	7464	4245	29497	30333	30692
3188	3725	4290	3782	5229	3474	4886	5538	3820
3189	4488	15458	2660	6085	3182	16941	18668	17009
319	1	0	1	3	1	0	0	0
3190	12230	29539	10374	16587	10724	31661	36478	27974
319085	7	1	3	3	3	3	5	0
319089	0	0	0	0	1	0	0	0
3191	4161	9921	3097	5694	4873	11477	9675	8801
319100	1	0	0	4	0	0	0	0
319101	0	0	0	0	0	0	0	0
319103	0	5	0	3	0	9	3	2
319139	0	0	0	0	0	0	1	0
3192	8152	34609	7965	13203	7085	42545	35890	34816
3195	0	0	0	0	0	0	0	0
3196	22	6	13	12	25	7	2	2
3198	0	0	0	0	0	0	0	0
3199	0	0	0	0	0	0	0	0
32	844	718	472	1314	1098	946	519	572
320	4745	6404	6128	5778	8748	5712	7122	6349
3200	0	0	0	0	0	0	0	0
3201	0	0	0	0	0	0	0	0
3202	0	0	0	0	0	0	0	0
3203	0	0	0	0	0	0	0	0
3204	0	0	0	0	0	0	0	0
3205	0	0	0	0	0	0	0	0
3206	0	0	1	0	0	1	0	0
3207	0	0	0	0	0	0	0	0
3208	5411	2779	6445	6847	12494	1177	763	847
3209	1	0	0	0	0	0	0	0
321	6416	6919	6985	8017	11570	7202	8087	6336
3211	0	0	0	0	0	0	0	0
3212	1	0	1	1	1	0	0	1
3213	1	0	2	2	4	1	0	0
3214	0	0	0	0	0	2	0	0
3215	0	0	1	0	0	0	0	0
3216	0	0	0	1	0	0	0	0
3217	0	0	0	1	1	0	1	0
3218	0	0	0	0	0	0	0	0
3219	0	0	0	0	0	0	0	0
322	11821	10607	10587	16788	16541	12320	12680	9322
3221	0	0	0	3	1	0	0	1
3222	0	0	0	0	0	0	0	0
3223	0	0	0	0	0	0	0	0
3224	0	0	0	0	0	0	0	0
3225	0	0	0	0	0	0	0	0
3226	0	0	0	1	0	2	0	3
3227	0	0	0	0	0	0	0	0
3228	0	0	0	0	0	0	0	0
3229	0	0	0	0	0	0	2	0
323	2356	2515	2205	5835	1675	2873	5562	3235
3231	82	0	35	370	24	3	1	0
3232	1	0	4	9	2	0	0	0
3233	0	0	0	0	0	0	0	0
3234	0	0	1	0	0	0	0	0
3235	0	0	0	0	0	0	0	0
3236	0	0	0	0	0	0	0	0
3237	1	0	0	0	0	0	0	0
3238	0	0	0	0	0	0	0	0
3239	0	0	0	0	0	0	0	0
324	7853	18651	12725	11186	7735	13113	22472	16803
3240	1	1	1	3	1	0	1	0
3241	3132	1154	3823	3524	8084	1088	1879	983
3242	4	1	0	3	4	2	2	0
3248	21	55	46	24	12	62	201	66
3249	171	5	81	508	78	3	4	4
325	0	0	0	0	0	0	0	0
3250	292	1	101	38	40	2	2	1
3251	3534	723	2885	2659	1760	553	803	446
3257	1458	1380	1215	1757	2020	1952	1536	1505
326	50	4	44	36	74	11	13	6
3262	0	0	0	0	0	0	0	0
3263	16	202	20	23	26	205	278	250
326340	1	3	1	4	5	4	8	0
326342	2	2	0	19	8	1	4	1
326343	1	0	5	2	0	0	0	0
3265	1587	1395	1139	1847	1961	1914	1681	973
3266	9	9	5	12	7	14	11	10
326624	647	33	604	471	752	51	60	23
326625	651	686	490	1069	617	932	1007	543
3267	2552	4211	3018	3862	1512	3151	4728	3184
3268	715	183	538	768	1073	300	277	191
3269	396	71	496	612	678	45	129	29
327	2158	2227	1800	2140	3058	3042	2240	1651
3270	26	15	19	47	50	37	38	20
3273	2	0	3	7	2	1	0	0
3274	188	288	418	283	725	90	174	121
3275	2751	8137	2174	4724	3474	7377	9304	5851
3276	2043	6060	1499	2882	2374	5950	5832	4995
327657	0	0	0	0	0	2	0	0
328	2177	9111	1809	2741	2409	8414	9202	7711
3280	221	1133	151	281	401	3020	879	2320
3281	3259	7367	2985	4902	2083	5839	10462	5285
3283	6	0	1	2	0	0	0	0
3284	2	1	3	1	3	1	1	1
329	1486	3645	1389	1969	1014	3828	4606	2943
3290	409	0	266	552	114	0	1	0
3291	16	4	19	20	36	12	9	2
3292	39	103	43	77	56	60	71	69
3293	95	0	24	215	18	2	9	3
3294	0	0	0	0	0	25	0	3
3295	4064	3877	2570	6287	2999	4099	3865	3721
3297	1694	2149	1193	1506	2613	2551	1650	1924
3298	739	2371	693	925	399	2552	3234	2356
3299	1090	667	765	1019	1411	378	610	404
33	22	83	27	59	18	137	203	88
330	105	16	121	173	77	22	114	18
3300	10597	7953	6169	16748	13047	6755	8283	5791
3301	6125	12940	7017	8539	8452	14141	16798	11124
3303	0	0	0	0	0	3	0	1
3304	0	0	0	0	0	4	0	0
3305	0	0	0	0	0	0	0	0
3306	5493	169	2013	16339	2672	232	254	115
3308	2737	5952	4095	3833	3448	7090	6549	5296
3309	6033	7277	5530	8798	6592	9987	8995	5821
331	1573	4728	2064	2769	1798	4049	6724	4080
3310	11	3	3	7	15	115	13	9
3311	7	3	9	27	12	6	2	2
3312	37886	60789	41522	42641	38420	47304	49037	30758
3313	8532	6767	7211	9829	6916	10667	10336	7289
3315	1688	1318	747	1435	2228	2347	948	1355
3316	151	9	106	190	142	19	22	14
332	7	270	3	8	1	358	247	280
3320	53615	50757	50845	63851	45768	88783	79216	61824
3321	536	17240	998	631	1453	18684	19731	22699
3326	25644	37042	28395	30329	32056	39790	36853	26322
3329	5230	8964	4021	6564	3447	13818	10875	8896
333	25081	15868	19289	43433	29654	16224	16379	10597
3336	2071	1951	1324	2653	1492	2082	2535	2094
3337	2303	2436	1684	3575	3406	5867	2858	2127
3338	594	555	454	579	696	504	677	407
3339	208	538	247	469	480	1156	498	722
333926	237	184	146	233	335	36	140	35
333929	132	62	160	180	309	113	89	56
333932	0	1	0	0	1	2	2	3
334	16032	8987	16546	17385	19671	12055	14836	9179
3340	4068	6603	3533	8038	5755	8130	7646	6624
3344	873	1910	605	2588	253	2070	1966	2184
3346	0	0	0	0	0	0	0	0
3347	0	0	0	0	0	0	0	0
335	3	5	5	14	3	11	8	2
3350	79	418	241	72	475	304	523	755
3351	41	7	74	63	149	5	43	1
3352	36	35	25	25	34	28	10	14
3354	187	2	167	174	192	7	33	4
3355	26	11	70	51	69	5	9	11
3356	577	136	2030	1069	1899	283	406	232
3357	4	31	12	9	1	27	35	43
3358	164	11	254	266	174	755	145	17
3359	8	5	28	12	28	6	13	8
336	0	0	2	0	0	6	1	1
3360	26	1	100	79	144	5	6	10
3361	603	18	698	568	810	17	121	27
3362	89	8	137	70	222	32	10	30
3363	65	28	62	72	50	40	177	44
3364	183	658	254	312	250	631	574	523
337	0	0	0	0	0	0	1	0
3371	260	6256	220	511	111	5140	8602	5099
3373	108	231	99	117	141	230	193	224
3375	0	0	0	0	1	1	2	0
3376	3021	4943	4084	3501	2649	6630	5305	4545
337867	922	927	685	946	831	1305	1241	998
337873	4	41	5	11	5	34	36	43
337875	13	57	27	36	38	31	69	67
337876	323	800	397	368	439	139	664	206
337878	0	0	0	0	0	0	0	0
337879	0	0	0	0	0	0	0	0
337880	0	0	0	0	0	0	0	0
337882	0	0	0	0	0	0	0	0
337959	0	0	0	0	0	0	0	0
337960	0	0	0	0	0	0	0	0
337963	0	0	0	0	0	0	0	0
337966	0	0	0	0	0	0	0	0
337967	0	0	0	0	0	0	0	0
337968	0	0	0	0	0	0	0	0
337969	0	0	0	0	0	0	0	0
337970	0	0	0	0	0	0	0	0
337971	0	0	0	0	0	0	0	0
337972	0	0	0	0	0	0	0	0
337973	0	0	0	0	0	0	0	0
337974	0	0	0	1	0	0	0	0
337975	0	0	0	0	0	0	0	0
337976	0	0	0	0	0	0	0	0
337977	0	0	0	0	0	0	0	0
337978	0	0	0	0	0	0	0	0
337979	0	0	0	0	0	0	0	0
337985	0	0	0	0	0	0	0	0
338	12	3	28	17	16	10	41	10
338004	0	0	0	0	0	0	0	0
338005	0	0	0	0	0	0	0	0
338069	2	5	4	6	3	6	6	6
338094	21	6	15	20	42	5	3	5
3381	3	1	4	1	0	1	0	0
3382	1216	660	1294	1295	1045	542	588	320
3383	64	26	44	149	46	57	44	45
338321	16	12	15	13	7	14	39	12
338322	1	0	2	1	0	0	1	0
338323	5	7	0	6	7	28	17	16
338324	0	0	0	0	0	0	0	0
338328	674	21	196	1624	222	27	72	21
338339	0	1	0	1	1	0	0	0
338376	1	0	5	3	3	0	0	0
338398	0	0	0	0	0	0	0	0
3384	78	40	58	154	109	47	47	34
338427	0	0	0	0	0	0	0	0
338428	3	11	3	7	0	9	9	7
338429	0	0	0	2	0	0	0	0
338433	2	0	0	0	0	1	1	0
338440	2	10	6	15	12	2	4	6
338442	4	3	2	0	2	5	2	9
3385	217	181	214	295	372	122	190	130
338557	25	1	66	88	91	0	0	1
338567	3	0	3	5	0	0	5	0
338579	0	3	0	2	0	0	0	2
338588	0	0	0	0	0	0	2	0
338596	21	40	31	41	20	18	47	19
338599	3	0	1	0	0	0	0	0
3386	3	0	1	3	5	1	0	2
338645	743	688	816	852	488	155	1106	147
338651	341	193	198	99	515	69	274	72
338657	464	648	310	560	235	948	925	658
338661	0	0	0	0	0	0	0	0
338662	0	0	1	0	0	0	2	0
338667	2	19	2	1	9	28	6	11
338674	0	0	0	0	0	0	0	0
338675	0	0	0	0	0	0	0	0
338692	1701	2380	1480	1714	2724	2684	2571	1857
338699	430	231	537	390	584	250	348	276
338707	4080	12814	2790	3881	6188	14259	12638	10535
338739	5	5	2	4	2	20	6	14
338751	0	0	0	0	0	0	0	1
338755	1	2	1	2	3	1	1	3
338758	532	235	744	705	613	100	331	108
338761	10	5	1	11	10	3	0	0
338773	68	71	14	118	51	75	52	42
338785	1	0	2	3	1	0	0	0
338797	0	12	0	1	3	3	3	2
338799	450	2300	252	570	385	2538	2491	2481
338809	0	0	0	0	0	0	0	0
338811	1697	1417	2209	1602	1992	700	2717	692
338817	129	33	72	126	64	47	93	68
338821	1	0	0	0	0	0	1	0
338864	0	0	0	0	0	1	0	0
338872	0	1	0	3	0	8	10	2
338879	0	0	0	0	0	0	0	0
338917	6	2	1	5	2	13	5	4
338949	0	1	0	0	1	0	0	0
338963	11	11	12	15	16	3	6	3
339	0	0	0	0	0	0	0	0
339005	196	57	201	232	149	44	154	30
339010	0	0	0	0	0	0	0	0
339044	695	2956	665	1063	1593	2029	2111	2250
339059	9	7	40	30	71	9	11	6
339105	152	549	148	229	299	592	425	398
339122	117	216	138	176	235	184	227	116
339123	518	764	431	496	863	761	762	680
339145	0	1	0	2	0	32	11	8
339168	0	0	0	1	0	0	0	0
339175	387	1041	326	452	259	1103	1350	883
339184	9	55	24	8	16	25	32	63
339201	75	290	49	141	67	392	390	367
339210	16	24	14	18	21	51	26	13
339221	0	0	0	0	0	0	1	0
339229	241	121	164	255	243	270	190	97
339230	546	929	432	631	764	1711	1087	840
339231	619	954	532	852	653	963	1050	897
339240	0	3	0	0	0	5	3	4
339263	1539	4027	2552	2209	3363	3248	4047	3299
339287	3698	10195	3841	4590	4384	13009	12401	9968
339290	1194	3306	1109	1402	982	3801	4135	3678
339291	0	0	0	0	0	0	0	0
339302	0	0	0	0	0	1	0	0
339318	450	1287	439	745	225	1146	1360	1184
339324	560	2640	579	981	399	3341	3389	3162
339327	184	612	204	288	104	439	811	460
339344	896	304	731	741	1511	343	302	256
339345	2	3	0	1	4	0	4	1
339352	24	16	11	38	21	11	9	10
339366	66	69	32	76	83	51	42	54
339390	92	0	56	66	113	7	2	0
339398	4	1	2	1	1	0	7	0
3394	54	63	12	89	10	81	50	56
339400	59	233	118	88	64	112	141	45
339403	3	5	2	1	2	1	6	0
339416	127	839	180	163	185	1050	801	1067
339448	408	1095	326	634	403	873	1245	919
339451	326	1255	292	327	656	1774	1133	1419
339453	457	728	377	396	739	459	659	505
339456	14	66	13	22	32	36	50	24
339479	610	509	782	795	644	598	2184	479
339483	201	628	157	361	197	608	780	644
339487	355	322	291	401	210	429	479	286
339488	211	280	151	323	317	173	502	136
339500	205	1557	154	319	77	1427	1660	1419
339501	0	0	0	0	0	0	0	0
339505	68	28	56	66	50	11	38	13
339512	11	1	3	17	1	3	2	0
339521	0	0	0	0	1	0	0	0
339524	282	140	249	240	330	120	142	146
339529	36	47	32	30	24	24	43	33
339535	7	10	11	5	6	19	28	23
339541	103	103	87	132	207	254	545	256
339559	134	533	144	266	117	580	909	435
339568	0	0	0	0	0	0	0	0
3396	326	355	220	337	162	438	400	269
339665	201	232	186	304	349	210	233	130
339669	0	0	0	0	0	0	0	0
339674	644	168	410	697	766	226	244	109
3397	345	240	365	612	292	177	124	133
339742	14	41	15	15	30	39	68	33
339745	798	1298	920	1624	540	1131	1462	1377
339751	1	16	3	5	0	26	16	6
339760	0	0	0	1	0	0	0	0
339761	11	124	20	19	18	260	274	178
339766	1	1	1	3	6	17	39	10
339768	6	1	4	16	9	13	10	9
339778	3	16	3	6	7	44	28	28
339779	0	1	0	0	0	0	1	0
339788	19	5	11	26	20	2	1	1
339789	43	0	10	53	16	1	2	1
3398	4504	8047	2944	3513	3688	9135	6491	11642
339803	127	305	124	283	87	236	393	263
339804	1080	287	706	719	443	519	646	357
339807	0	0	0	0	0	0	1	0
339822	5	16	39	29	56	1	0	6
339829	387	994	387	568	205	835	1423	1105
339834	7	42	6	10	13	77	45	41
339855	294	16	307	260	448	33	55	36
339883	15	40	14	22	14	24	33	48
339894	0	0	0	4	9	14	5	1
339896	1	41	6	1	0	289	161	325
3399	321	240	300	553	318	432	257	247
339906	2	4	0	1	2	4	4	4
339929	54	16	18	46	42	33	38	22
339942	147	284	122	159	224	557	313	336
339965	70	90	145	100	69	48	199	63
339967	1	4	0	2	2	0	9	10
339976	0	0	4	0	0	0	0	0
339977	58	66	59	86	51	80	135	84
339983	15883	5452	13788	16272	26065	5386	5079	3960
34	1889	1829	1258	2124	1136	2790	3104	2156
3400	1747	2082	576	1965	1052	7912	4091	5536
340017	41	0	48	36	7	0	0	0
340024	0	0	0	0	2	1	0	1
340061	184	123	160	269	181	330	255	157
340069	0	0	1	3	1	1	1	0
340074	0	2	0	0	1	0	1	1
340075	66	5	24	99	47	23	13	12
340094	0	0	0	0	0	0	1	0
340107	0	0	0	0	0	0	0	0
340113	0	4	0	0	0	10	3	8
340120	61	17	27	27	19	27	31	12
340146	2	2	2	2	5	1	10	2
340152	41	35	34	43	26	22	42	17
340156	94	31	132	100	75	46	86	44
340168	0	2	1	0	0	0	2	2
340198	0	0	0	0	0	0	0	0
340204	8	1	8	19	6	0	2	1
340205	7	11	2	10	8	6	5	5
340206	0	0	1	1	0	0	2	1
340252	848	990	416	1096	237	950	987	867
340260	0	0	0	0	0	3	3	1
340267	73	33	38	143	26	45	87	25
340273	1	2	1	1	0	3	12	0
340277	486	451	169	835	210	475	586	460
340286	3	0	0	2	1	1	1	1
340307	0	0	0	0	0	0	0	0
340348	754	109	479	647	810	213	249	142
340351	66	122	86	84	44	145	214	126
